conv_id,line_id,content
30,50,makes a very
30,51,muddled composition.
30,52,It's also a Winslow
30,53,Homer rip-off
30,54,except you got whitey
30,55,rowin' the boat there.
30,56,Well it's art Monet.
30,57,It wasn't very good.
30,58,That's not really what
30,59,concerns me though.
30,60,What concerns you?
30,61,Just the colouring.
30,62,You know what the real bitch of it is?
30,63,It's paint-by-number.
30,64,Is it colour-by-number?
30,65,Because the colours
30,66,are fascinating to me.
30,67,Aren't they really?
30,68,You bet.
30,69,I think you're
30,70,about one step away
30,71,from cuttin' your
30,72,fuckin' ear off.
30,73,Really?
30,74,Oh yeah.
30,75,Think I should move to
30,76,the south of France
30,77,change my name to 'Vincent'?
30,78,You ever heard the sayin'
30,79,'any port in a storm'?
30,80,Yeah.
30,81,Yeah maybe that means you.
30,82,In what way?
30,83,Maybe you're in the middle of
30,84,a storm a big fuckin' storm.
30,85,Yeah maybe.
30,86,The sky's fallin' on your head.
30,87,The waves are crashin'
30,88,over your little boat.
30,89,The oars are about to snap.
30,90,You just piss in your pants.
30,91,You're cryin' for the harbour.
30,92,So maybe you do what
30,93,you gotta do to get out.
30,94,You know maybe you
30,95,became a psychologist.
30,96,Bingo. That's it.
30,97,Let me do my job now. You
30,98,start with me. Come on.
30,99,Maybe you married
30,100,the wrong woman.
30,101,Maybe you should
30,102,watch your mouth!
30,103,Watch it right there
30,104,chief all right?
30,105,Ah.
31,0,That's it isn't it?
31,1,You married the wrong woman.
31,2,What happened?
31,3,What did she leave you?
31,4,Was she you know...
31,5,banging some other guy?
31,6,If you ever disrespect my
31,7,wife again I will end you.
31,8,I will fuckin' end you.
31,9,Got that chief?
31,10,Time's up.
31,11,Yeah.
32,0,At ease gentlemen.
33,0,You okay?
34,0,Look I'll understand if you
34,1,don't wanna meet with him again.
34,2,Thursday 4:00. Make
34,3,sure the kid's here.
34,4,Yeah.
34,5,Thanks.
35,0,Well you look lovely
35,1,in those glasses.
35,2,Thank you very much.
35,3,They're just beautiful.
35,4,Yes I always wanted
35,5,dark blue eye shadow.
35,6,Wonderful.
35,7,Growing up in England you know
35,8,I went to a very nice school.
35,9,You know it was kind of...
35,10,progressive organic
35,11,do-it-yourself private school.
35,12,Then Harvard.
35,13,Hopefully med school.
35,14,You know I figured
35,15,out by the end
35,16,my brain's gonna
35,17,be worth $250000.
35,18,That sounded
35,19,horrible didn't it?
35,20,Bring me another mai tai!
35,21,Yeah that's cool.
35,22,I mean I bet your
35,23,parents were happy to pay.
35,24,No I was happy to pay.
35,25,I inherited the money.
35,26,Wow.
35,27,Is Harvard gettin'
35,28,all that money?
35,29,No Stanford. I'm going there
35,30,in June when I graduate.
35,31,All right so you
35,32,just wanted to use
35,33,this sailor and
35,34,then run away huh?
35,35,Well I was gonna you know
35,36,experiment on you for anatomy
35,37,class first obviously.
35,38,In that case that's fine.
35,39,Hey you wanna see my
35,40,magic tricks Skylar?
35,41,Of course.
35,42,All right.
35,43,Promise to...
35,44,All right.
35,45,This one's for you Rudolph.
35,46,Wait wait. You need my wand.
35,47,All right give me a hit.
35,48,Thank you. All right.
35,49,I'm gonna make all these
35,50,caramels disappear.
35,51,You ready?
35,52,Ready.
35,53,One
35,54,two
35,55,three.
35,56,They're all gone.
35,57,That was my... It works
35,58,better when I have my rabbit.
35,59,Well...
35,60,I don't really date
35,61,you know that much.
35,62,How very unfortunate...
35,63,I think for me.
35,64,You know what I mean?
35,65,I know you've been
35,66,thinking about it.
35,67,Oh no I haven't.
35,68,Yes you have.
35,69,No I really haven't.
35,70,Yes you have. You're hoping
35,71,to get good night kiss.
35,72,No you know I tell ya
35,73,I was hopin' to get
35,74,a good night laid.
35,75,But I'll settle for
35,76,like a kiss you know?
35,77,How very noble of you.
35,78,Thank you.
35,79,No I was... I was
35,80,hopin' for a kiss.
35,81,Well why don't we just
35,82,get it out of the way now?
35,83,Right now?
35,84,Yeah.
35,85,Come on.
36,0,I think I got some
36,1,of your pickle.
37,0,You again huh?
37,1,Come with me.
38,0,So what's this?
38,1,A Taster's Choice
38,2,moment between guys?
38,3,This is really nice.
38,4,You got a thing for swans?
38,5,Is this like a fetish?
38,6,Is it something like
38,7,maybe we need to
38,8,devote some time to?
38,9,Thought about what you
38,10,said to me the other day.
38,11,About my painting.
38,12,Stayed up half the
38,13,night thinking about it.
38,14,Something occurred to me.
38,15,I fell into a deep
38,16,peaceful sleep
38,17,and haven't thought
38,18,about you since.
38,19,You know what occurred to me?
38,20,No.
38,21,You're just a kid.
38,22,You don't have the faintest
38,23,idea what you're talking about.
38,24,Why thank you.
38,25,It's all right.
38,26,You've never been out of Boston.
38,27,Nope.
38,28,So if I asked you about art
38,29,you'd probably
38,30,give me the skinny
38,31,on every art book ever written.
38,32,Michelangelo?
38,33,You know a lot about him.
38,34,Life's work
38,35,political aspirations.
38,36,Him and the pope.
38,37,Sexual orientation.
38,38,The whole works right?
38,39,I bet you can't tell me
38,40,what it smells like
38,41,in the Sistine Chapel.
38,42,You never actually stood there
38,43,and looked up at that
38,44,beautiful ceiling.
38,45,Seeing that.
38,46,If I ask you about women
38,47,you'll probably give me a syllabus
38,48,of your personal favourites.
38,49,You may have even
38,50,been laid a few times.
39,0,But you can't tell
39,1,me what it feels like
39,2,to wake up next to a woman
39,3,and feel truly happy.
39,4,You're a tough kid.
39,5,I ask you about
39,6,war you'd probably
39,7,throw Shakespeare at me right?
39,8,'Once more into the
39,9,breach dear friends.'
39,10,But you've never been near one.
39,11,You've never held your best
39,12,friend's head in your lap...
39,13,and watch him gasp his last
39,14,breath lookin' to you for help.
39,15,If I asked you about love
39,16,you'd probably
39,17,quote me a sonnet
39,18,but you've never
39,19,looked at a woman
39,20,and been totally vulnerable.
39,21,Known someone that could
39,22,level you with her eyes.
39,23,Feelin' like God put an
39,24,angel on earth just for you
39,25,who could rescue you
39,26,from the depths of hell.
39,27,And you wouldn't know what
39,28,it's like to be her angel
39,29,to have that love for
39,30,her be there forever.
39,31,Through anything.
39,32,Through cancer.
39,33,And you wouldn't
39,34,know about sleepin'
39,35,sittin' up in a hospital room...
39,36,for two months
39,37,holding her hand
39,38,because the doctors
39,39,could see in your eyes...
39,40,that the terms 'visiting
39,41,hours' don't apply to you.
39,42,You don't know about real loss
39,43,'cause that only
39,44,occurs when you love
39,45,something more than
39,46,you love yourself.
39,47,I doubt you've ever dared
39,48,to love anybody that much.
39,49,I look at you.
39,50,I don't see an
39,51,intelligent confident man.
39,52,I see a cocky
39,53,scared shitless kid.
39,54,But you're a genius Will.
39,55,No one denies that.
39,56,No one could possibly
39,57,understand the depths of you.
39,58,But you presume
39,59,to know everything
39,60,about me because you
39,61,saw a painting of mine.
39,62,You ripped my
39,63,fuckin' life apart.
39,64,You're an orphan right?
40,0,Do you think I'd
40,1,know the first thing
40,2,about how hard your
40,3,life has been...
40,4,how you feel who you are...
40,5,because I read Oliver Twist?
40,6,Does that encapsulate you?
40,7,Personally
40,8,I don't give a shit about all
40,9,that because... you know what?
40,10,I can't learn
40,11,anything from you...
40,12,I can't read in
40,13,some fuckin' book.
40,14,Unless you wanna talk about you
40,15,who you are.
40,16,And I'm fascinated.
40,17,I'm in.
40,18,But you don't wanna do
40,19,that do you sport?
40,20,You're terrified of
40,21,what you might say.
41,0,Your move chief.
42,0,Hello?
42,1,Hello?
42,2,Hello?
42,3,Professor Valenti are
42,4,you calling me again?
42,5,Freak.
42,6,Oh God.
42,7,Christ who did you call?
42,8,No one. I forgot the number.
42,9,You fuckin' retarded?
42,10,You went all the way
42,11,out there in the rain
42,12,and you didn't bring the number.
42,13,No it was your
42,14,mother's 900 number.
42,15,I just ran out of quarters.
42,16,Why don't we get off on mothers?
42,17,I just got off yours.
42,18,That's pretty funny Morgan.
42,19,That's a fuckin' nickel bitch.
42,20,Keep antagonizing me.
42,21,Watch what happens.
42,22,All right then Morgan.
42,23,Watch what happens.
42,24,All right then Morgan.
42,25,Watch what happens.
42,26,Keep fuckin' with me.
43,0,No smoking.
44,0,What do you mean
44,1,he didn't talk?
44,2,You were in there for an hour.
44,3,He just sat there
44,4,counting the seconds
44,5,until the session was over.
44,6,Pretty impressive actually.
44,7,Why would he do that?
44,8,To prove to me he doesn't
44,9,have to talk to me
44,10,if he doesn't want to.
44,11,What is this? Some
44,12,kind of staring contest
44,13,between two kids from
44,14,the old neighbourhood?
44,15,Yeah it is
44,16,and I can't talk first.
44,17,We know your theory Alexander
44,18,but the boy's found a
44,19,simple geometrical picture.
44,20,A tree structure won't work.
44,21,Look now. He's joining
44,22,the two vertices.
44,23,But I can do the sum.
44,24,It's how you group
44,25,the terms Alexander.
44,26,But Gerry if we do the
44,27,whole thing this way then...
44,28,Hey look look.
44,29,I wrote it down.
44,30,It's simpler this way.
45,0,Sometimes people get lucky.
45,1,You're a brilliant man.
46,0,You know I was on
46,1,this plane once
46,2,and I'm sittin' there and...
46,3,the captain gets on he
46,4,does his whole you know
46,5,'we'll be cruisin'
46,6,at 35000 feet'
46,7,but then he puts the mike down.
46,8,He forgets to turn it off.
46,9,So he turns to the copilot.
46,10,He's like 'You know
46,11,all I could use right
46,12,now is a fuckin'
46,13,blow job and a cup of coffee.'
46,14,So the stewardess
46,15,fuckin' goes bombin'
46,16,up from the back of the plane...
46,17,to tell him the
46,18,microphone's still on.
46,19,This guy in the back
46,20,of the plane's like
46,21,'Hey hon don't
46,22,forget the coffee'.
46,23,You ever been on a plane?
46,24,No but it's a fuckin' joke.
46,25,It works better if I tell
46,26,it in the first person.
46,27,Yeah it does.
46,28,I have been laid you know?
46,29,Really?
46,30,Good for you.
46,31,Big time.
46,32,Big time huh?
46,33,I went on a date last week.
46,34,How'd it go?
46,35,It was good.
46,36,Goin' out again?
46,37,I don't know.
46,38,Why not?
46,39,Haven't called her.
46,40,Christ you're an amateur.
46,41,I know what I'm doin'.
46,42,Oh yeah?
46,43,Don't worry about me.
46,44,I know what I'm doin'.
46,45,Yeah but this girl was
46,46,like you know beautiful.
46,47,She's smart. She's fun.
46,48,She's different from most
46,49,of the girls I've been with.
46,50,So call her up Romeo.
46,51,Why so I can realize
46,52,she's not that smart.
46,53,That she's fuckin' boring?
46,54,You know I mean you don't...
46,55,This girl's like
46,56,fuckin' perfect right now.
46,57,I don't wanna ruin that.
46,58,Maybe you're perfect right now.
46,59,Maybe you don't wanna ruin that.
46,60,But I think that's a
46,61,super philosophy Will.
46,62,That way you can go
46,63,through your entire life
46,64,without ever having to
46,65,really know anybody.
46,66,My wife used to fart
46,67,when she was nervous.
46,68,She had all sorts of
46,69,wonderful idiosyncrasies.
46,70,You know she used
46,71,to fart in her sleep.
46,72,Just thought I'd
46,73,share that with you.
46,74,One night it was so
46,75,loud it woke the dog up.
46,76,She woke up and gone
46,77,like 'Was that you?'
46,78,I said 'Yeah'. I didn't
46,79,have the heart to tell her.
46,80,Oh God.
46,81,She woke herself up?
46,82,Yes.
47,0,Oh Christ.
47,1,But Will she's
47,2,been dead two years
47,3,and that's the shit I remember.
47,4,It's wonderful stuff you know?
47,5,Little things like that.
47,6,Yeah but those are the
47,7,things I miss the most.
47,8,Those little idiosyncrasies
47,9,that only I knew about.
47,10,That's what made her my wife.
47,11,Boy and she had
47,12,the goods on me too.
47,13,She knew all my
47,14,little peccadilloes.
47,15,People call these
47,16,things 'imperfections'
47,17,but they're not.
47,18,That's the good stuff.
47,19,And then we get to choose
47,20,who we let into our
47,21,weird little worlds.
47,22,You're not perfect sport.
47,23,And let me save
47,24,you the suspense.
47,25,This girl you met
47,26,she isn't perfect either.
47,27,But the question
47,28,is whether or not
47,29,you're perfect for each other.
47,30,That's the whole deal.
47,31,That's what intimacy
47,32,is all about.
47,33,Now you can know everything
47,34,in the world sport
47,35,but the only way you're
47,36,findin' out that one
47,37,is by givin' it a shot.
47,38,You certainly won't learn
47,39,from an old fucker like me.
47,40,Even if I did know I wouldn't
47,41,tell a pissant like you.
47,42,Yeah why not?
47,43,You told me every other fuckin' thing.
47,44,Jesus Christ.
47,45,Fuckin' talk more than any
47,46,shrink I ever seen in my life.
47,47,I teach the shit. I didn't
47,48,say I knew how to do it.
47,49,Yeah.
48,0,You ever think about
48,1,gettin' remarried?
48,2,My wife's dead.
48,3,Hence the word 'remarried'.
48,4,She's dead.
48,5,Yeah well I think that's
48,6,a super philosophy Sean.
48,7,I mean that way
48,8,you can actually
48,9,go through the rest
48,10,of your life...
48,11,without ever really
48,12,knowing anybody.
48,13,Time's up.
49,0,Hold it open.
49,1,Okay.
49,2,Thanks.
50,0,'G' minor seventh
50,1,saddest of all chords.
50,2,Hello.
50,3,Hey.
50,4,Where have you been?
50,5,I'm sorry. I've been
50,6,like... really busy and...
50,7,But um...
50,8,Me too.
50,9,Yeah.
50,10,I...
50,11,I thought you'd call.
50,12,Yeah um...
50,13,I mean we had a
50,14,really good time.
50,15,I had a really good time too.
50,16,I mean I just... I...
50,17,I'm sorry you know. I blew it.
50,18,No. No I mean you
50,19,know it's all right.
50,20,Yeah um so I was...
50,21,wonderin' if uh
50,22,if you know you'd give
50,23,me another crack at it.
50,24,You know let me
50,25,take you out again.
50,26,I can't.
50,27,All right.
50,28,Oh no I didn't...
50,29,I didn't mean I
50,30,can't like ever.
50,31,I just can't right now.
50,32,I've got to assign the proton
50,33,spectrum for 'ebogamine'.
50,34,All that sounds really
50,35,really interesting.
50,36,It's actually
50,37,fantastically boring.
50,38,All right um...
50,39,Maybe some other time.
50,40,Like tomorrow?
50,41,Um yeah all right.
50,42,Okay.
50,43,Okay.
50,44,Bye.
50,45,Bye.
51,0,What are you doing here?
51,1,I couldn't wait till tomorrow.
51,2,Where the fuck did you get this?
51,3,I had to sleep with
51,4,someone in your class.
51,5,Oh I hope it was someone
51,6,with the open-toed sandals
51,7,and the really bad breath.
51,8,Come on. Let's go have some fun.
51,9,No I've got to learn this.
51,10,Well you're not going into
51,11,surgery tomorrow are you?
51,12,No.
51,13,Let's go.
51,14,Oh my God! My dog is winning!
51,15,Come on Misty!
51,16,Come on! Run! Look at that!
51,17,Come on!
51,18,Look there he goes. Misty run!
51,19,Come on!
51,20,We won.
51,21,He totally won.
51,22,So did you grow up
51,23,around here then?
51,24,Not far. South Boston.
51,25,Still glowing from my win.
51,26,Look at you. You're so happy.
51,27,And what was that like then?
51,28,It was normal I guess.
51,29,Nothin' special.
51,30,Do you got lots of
51,31,brothers and sisters?
51,32,Do I have a lot of
51,33,brothers and sisters?
51,34,That's what I said.
51,35,Well Irish Catholic
51,36,what do you think?
51,37,Right. That's right.
51,38,How many?
51,39,God. You wouldn't
51,40,believe me if I told you.
51,41,Why? Go on. What? Five?
51,42,No.
51,43,Seven?
51,44,Eight? How many?
51,45,I have 12 big brothers.
51,46,You do not!
51,47,No I swear to God.
51,48,I swear to God. I'm
51,49,lucky 13 right here.
51,50,Do you know all their names?
51,51,Do I... yeah
51,52,they're my brothers.
51,53,What are they called?
51,54,Marky Ricky Danny
51,55,Terry Mikey Davey
51,56,Timmy Tommy Joey
51,57,Robby Johnny and Brian.
51,58,Say it again.
51,59,Marky Ricky Danny
51,60,Terry Mikey Davey
51,61,Timmy Tommy Joey
51,62,Robby Johnny and Brian.
51,63,And Willy.
51,64,Willy?
51,65,Yeah.
51,66,Will.
51,67,Wow.
51,68,Do you still see all of them?
51,69,Yeah well they
51,70,all live in Southie.
51,71,I'm livin' with three
51,72,of 'em right now.
51,73,Oh yeah?
51,74,Yeah.
51,75,I'd like to meet them.
51,76,Yeah we'll do that.
51,77,Oh you know I read
51,78,your book last night.
51,79,Oh so you're the one.
51,80,Do you still uh... Do you
51,81,still counsel veterans?
51,82,No I don't.
51,83,Why not?
51,84,Well I gave it up
51,85,when my wife got sick.
51,86,You ever wonder what your
51,87,life would be like if you uh
51,88,if you never met your wife?
51,89,What? Wonder if I'd be
51,90,better off without her?
51,91,No no no I'm not
51,92,saying like better off.
51,93,No.
51,94,I didn't mean it like that.
51,95,It's all right. It's
51,96,an important question.
51,97,'Cause you'll have bad times
51,98,but that'll always
51,99,wake you up...
51,100,to the good stuff you
51,101,weren't paying attention to.
51,102,And you don't regret
51,103,meetin' your wife?
51,104,Why? 'Cause the pain I feel now?
51,105,Oh I got regrets Will but
51,106,I don't regret a single
51,107,day I spent with her.
52,0,So when did you know like
52,1,that she was the one for you?
52,2,October 21 1975.
52,3,Jesus Christ. You
52,4,know the fuckin' day?
52,5,Oh yeah
52,6,'cause it was game six
52,7,of the World Series
52,8,biggest game in Red Sox history.
52,9,Yeah sure.
52,10,My friends and I had slept
52,11,out all night to get tickets.
52,12,You got tickets?
52,13,Yep. Day of the game
52,14,I was sittin' in a bar
52,15,waitin' for the game to start
52,16,and in walks this girl.
52,17,It was an amazing game though.
52,18,You know bottom of the
52,19,eighth Carbo ties it up.
52,20,It was 6-6.
52,21,It went to 12.
52,22,Bottom of the 12th
52,23,in stepped Carlton
52,24,Fisk old Pudge.
52,25,Steps up to the plate. You know
52,26,he's got that weird stance.
52,27,Yeah yeah.
52,28,And then 'Boom'! He
52,29,clocks it you know.
52,30,High fly ball down
52,31,the left field line!
52,32,Thirty-five thousand
52,33,people on their feet
52,34,yellin' at the ball.
52,35,But that's nothin'
52,36,'cause Fisk he's wavin'
52,37,at the ball like a madman.
52,38,Yeah I've seen that.
52,39,'Get over! Get over!
52,40,Right.
52,41,Get over!'
52,42,Then it hits the foul pole.
52,43,He goes ape-shit
52,44,and 35000 fans...
52,45,They charge the field you know.
52,46,Yeah and he's fuckin'
52,47,blowin' people outta the way.
52,48,'Get outta the way!
52,49,Get outta the way!'
52,50,I can't fuckin' believe you had
52,51,tickets to that fuckin' game!
52,52,Did you rush the field?
52,53,No I didn't rush the fuckin' field.
52,54,I wasn't there.
52,55,What?
52,56,No I was in a bar havin'
52,57,a drink with my future wife.
52,58,You missed Pudge Fisk's home run...
52,59,Oh yeah.
52,60,to have a fuckin' drink with
52,61,some lady you never met?
52,62,Yeah but you should have seen her.
52,63,She was a stunner.
52,64,I don't care if...
52,65,Oh no no she lit up the room.
52,66,I don't care if Helen of
52,67,Troy walks into the room.
52,68,Oh Helen of Troy!
52,69,That's game six! Oh my God
52,70,and who were these
52,71,friends of yours?
52,72,They let you get away with that?
52,73,They had to.
52,74,What did you say to 'em?
52,75,I just slid my ticket
52,76,across the table.
52,77,I said 'Sorry guys.
52,78,I gotta see about a girl.'
52,79,'I gotta go see about a girl'?
52,80,Yes!
52,81,That's what you said? They
52,82,let you get away with that?
52,83,Oh yeah. They saw it in
52,84,my eyes that I meant it.
52,85,You're kiddin' me?
52,86,No I'm not kidding you Will.
52,87,That's why I'm not
52,88,talkin' right now
52,89,about some girl I saw
52,90,at a bar 20 years ago...
52,91,and how I always regretted not
52,92,goin' over and talkin' to her.
52,93,I don't regret the 18 years
52,94,I was married to Nancy.
52,95,I don't regret the six years
52,96,I had to give up counselling
52,97,when she got sick
52,98,and I don't regret the last
52,99,years when she got really sick.
52,100,And I sure as hell don't
52,101,regret missin' a damn game.
52,102,That's regret.
52,103,Wow!
53,0,Would have been nice to
53,1,catch that game though.
53,2,I didn't know Pudge was
53,3,gonna hit a home run.
53,4,You know
53,5,I'm very very useful on the court.
53,6,I'm extremely tall.
53,7,You're not that tall.
53,8,I dunk.
53,9,Will I ever play in the N.B.A.?
53,10,'It is decidedly so.'
53,11,Why do we always stay here?
53,12,'Cause it's nicer than my place.
53,13,Yes but I've never
53,14,seen your place.
53,15,I know.
53,16,When am I gonna meet your
53,17,friends and your brothers?
53,18,Well they don't really
53,19,come down here that much.
53,20,I think I can make
53,21,it to South Boston.
53,22,It's kind of a hike.
53,23,Is it me you're hiding from
53,24,them or the other way around?
53,25,All right we'll go.
53,26,When?
53,27,I don't know. We'll
53,28,go sometime next week.
53,29,What if I said I would
53,30,not sleep with you again
53,31,until you let me
53,32,meet your friends?
54,0,I'd say it's like
54,1,4:30 in the mornin'.
54,2,They're probably up.
54,3,Oh my God.
54,4,Men are shameless.
54,5,If you're not thinking
54,6,with your wiener
54,7,then you're acting
54,8,directly on its behalf.
54,9,You bet. And on
54,10,behalf of my wiener
54,11,can I get an advance payment?
54,12,I don't know. Let's ask.
54,13,'Outlook does not look good.'
54,14,What?
54,15,Fuck the... Hey Chuck. No.
54,16,Nothing. Go back to sleep.
54,17,'Outlook'? That's the same thing
54,18,that told you you was
54,19,gonna play in the N.B.A.
54,20,Well exactly so look out.
54,21,You'd better start buying
54,22,some season tickets.
54,23,I plan to. I'm tall.
54,24,I like wearing shorts.
54,25,Hook hook. Dunk dunk.
54,26,You're not that tall.
54,27,Yes I am.
54,28,Maybe I'm all
54,29,about three points.
54,30,I'm all about home runs.
54,31,Stop mixing your
54,32,sporting metaphors.
55,0,A leprechaun's got his
55,1,dick in the monkey's ass.
55,2,Morgan comes runnin' in goin'
55,3,'I don't mind it. I don't mind.'
55,4,Well I can't believe
55,5,you brought Skylar here
55,6,when we're fuckin' all
55,7,bombed and drinkin'.
55,8,I know Morgan. It's a real
55,9,rarity we'd be all drinkin'.
55,10,My uncle Marty drinks.
55,11,He'll go on a bender
55,12,for six eight months.
55,13,Did I ever tell ya
55,14,what happened to him
55,15,when he was drivin' up
55,16,there and got pulled over?
55,17,I told you guys right?
55,18,Marty yeah.
55,19,Let me tell ya what
55,20,happened to my uncle Marty
55,21,because you oughta know this.
55,22,He's always tellin' stories.
55,23,Every time we come here
55,24,he's got another story.
55,25,But we all heard this one.
55,26,Go ahead. Say it anyway.
55,27,I will go ahead. Thanks a lot.
55,28,Guess I have the floor now.
55,29,My uncle Marty's
55,30,drivin' home right?
55,31,Bombed out of his tree right?
55,32,Just hammered out of his gourd.
55,33,Just wrecked.
55,34,This state trooper sees
55,35,him pulls him over.
55,36,So my uncle's fucked basically.
55,37,Got him out of the car tryin'
55,38,to make him walk the line.
55,39,He gets out of the car
55,40,pukes and the statie's pretty
55,41,sure he's over the legal limit.
55,42,So he's about to throw the cuffs
55,43,on him and put him in jail.
55,44,All of a sudden 50
55,45,yards down the road
55,46,there's this huge
55,47,fuckin' boom right?
55,48,Statie gets real spooked.
55,49,He turns around.
55,50,He got shot?
55,51,No. So... So... You
55,52,heard this story before.
55,53,Yeah Morgan stop. Stop.
55,54,Some other guy's
55,55,car had hit a tree.
55,56,Okay. There was an accident.
55,57,Anyway...
55,58,How could he hear...
55,59,Shut the fuck up!
55,60,You're drivin' him nuts Morgan.
55,61,I'm gonna break your neck.
55,62,Shut up!
55,63,He told you the
55,64,story once before.
55,65,So he tells my uncle 'Stay here.
55,66,Don't move.'
55,67,Statie goes runnin' down the
55,68,road to deal with
55,69,the other accident.
55,70,After a few minutes of just
55,71,lyin' in his own piss and vomit
55,72,my uncle starts wonderin'
55,73,what he's doin' there.
55,74,Gets up gets in his car
55,75,and just drives home.
55,76,The next mornin' my
55,77,uncle's just passed out.
55,78,He hears this
55,79,knockin' at the door.
55,80,So he goes downstairs
55,81,pulls the door open 'What?'
55,82,It's the state trooper
55,83,that pulled him over.
55,84,Statie says 'Fuck
55,85,you mean 'What?'
55,86,You know what.
55,87,I pulled you over last night
55,88,is what and you took off.'
55,89,He's like 'I never seen
55,90,you before in my life.
55,91,I've been home all
55,92,night with my kids.
55,93,I don't know who
55,94,the fuck you are.'
55,95,He's like 'You know who I am.
55,96,Let me get in your garage.'
55,97,My uncle's like
55,98,'What?' He said 'You heard me.
55,99,Let me get in your garage.'
55,100,He was like 'All right. Fine.'
55,101,Takes him out to the
55,102,garage opens the door.
55,103,And there's...
55,104,the statie's police cruiser
55,105,is in my uncle's garage.
55,106,He was so fuckin'...
55,107,He was so fuckin' hammered
55,108,he drove the wrong car home.
55,109,The best part about it is
55,110,the fuckin' state trooper...
55,111,was so embarrassed he
55,112,didn't do anything.
55,113,He'd been drivin' around all
55,114,night in my uncle's Chevelle
55,115,lookin' for the house.
55,116,All right Chuck what the fuck
55,117,is the point of your story?
55,118,He got away. That's the point.
55,119,Well question...
55,120,Come on. Stop.
55,121,I'm tryin' to clarify somethin'.
55,122,You're embarrassing him.
55,123,It doesn't make any sense.
55,124,It does make sense
55,125,if you listen to the story
55,126,and quit askin' questions.
55,127,Well let's see if
55,128,you can get this one.
55,129,I've got a little story for you.
55,130,All right.
55,131,There's an old couple in bed
55,132,Mary and Paddie.
55,133,They wake up on the
55,134,morning of their
55,135,50th anniversary.
55,136,Mary looks over and gazes
55,137,adoringly at Paddie.
55,138,She's like 'Oh Jesus Paddie.
55,139,You're such a good-looking feller.
55,140,I love ya.
55,141,I want to give ya
55,142,a little present.
55,143,Anything your little heart desires
55,144,I'm goin' to give it to ya.
55,145,What would ya like?
55,146,Paddie's like
55,147,'Oh gee Mary. That's
55,148,a very sweet offer.
55,149,Now in 50 years
55,150,there's one thing
55,151,that's been missing
55,152,and uh
55,153,I would like you to
55,154,give me a blow job.
55,155,I would like for it.'
55,156,Mary's like 'All right.'
55,157,She takes her teeth out
55,158,puts 'em in the glass.
55,159,She gives him a blow job.
55,160,Afterwards Paddie's like
55,161,'Yeah geez now that's
55,162,what I've been missin'.
55,163,That was the most beautiful
55,164,earth-shattering thing ever!
55,165,Beautiful Mary! I love ya!
55,166,Is there anything that
55,167,I can do for you?'
55,168,Mary looks up to
55,169,him and she goes
55,170,'Give us a kiss.'
55,171,Oh!
55,172,Oh my God!
55,173,That's filthy.
55,174,It's not that filthy. I've heard filthy.
55,175,Get off of me!
55,176,All right. See you guys later.
55,177,All right. Take it easy Bill.
55,178,So Skylar thanks
55,179,for comin' by.
55,180,Changed my opinion
55,181,of Harvard people.
55,182,You don't want to rush
55,183,to judgement on that one
55,184,'cause they're not all like me.
55,185,Oh. I'm sure. It
55,186,was nice to meet ya.
55,187,Oh.
55,188,Take it easy.
55,189,Oh come on.
55,190,Slowly back away.
55,191,Brother.
55,192,I don't know what you're doin' dude.
55,193,You're givin' us a ride.
55,194,What the fuck do I
55,195,look like to you?
55,196,Come on Chuck.
55,197,You're walkin' bitch.
55,198,Will's takin' the car.
55,199,All right thanks sucker.
55,200,I appreciate it.
55,201,I don't know what you're
55,202,gettin' all serious about.
55,203,You're droppin' me off first.
55,204,It's really out of the way.
55,205,Oh okay. Just
55,206,'cause you don't have
55,207,to sleep in your one-room
55,208,palace tonight...
55,209,don't start thinkin' you're bad.
55,210,Hey wait a minute. You said
55,211,we were gonna see your place.
55,212,Not tonight.
55,213,Oh no not tonight. Not any other night.
55,214,He knows once you
55,215,see that shit-hole
55,216,he's gettin' dropped
55,217,like a bad habit.
55,218,But I wanted to
55,219,meet your brothers.
55,220,We're gonna do
55,221,that another time.
55,222,All right.
55,223,Need them keys.
55,224,The stewardess hears this
55,225,and goes haulin'
55,226,ass down the aisle.
55,227,I yell
55,228,'Don't forget the coffee.'
55,229,No shit!
55,230,You didn't say that.
55,231,For Christ's sake
55,232,Marty it's a joke.
55,233,I know someone that
55,234,actually happened to Marty.
55,235,A joke.
55,236,Gerry.
55,237,Hi. Have trouble
55,238,findin' the place?
55,239,No I took a cab.
55,240,Timmy this is Gerry.
55,241,We went to college together.
55,242,How you doin'? Nice to meet ya.
55,243,Pleased to meet you.
55,244,Can I get you a beer?
55,245,Um no just a Perrier.
55,246,That's French for club soda.
55,247,Club soda yeah.
55,248,Couple of sandwiches too.
55,249,Sure.
55,250,Put it on my tab.
55,251,You ever plannin'
55,252,on payin' your tab?
55,253,Yeah chief got the winning
55,254,lottery ticket right here.
55,255,What's the jackpot?
55,256,Twelve million.
55,257,I don't think that'll cover it.
55,258,It'll cover your sex
55,259,change operation.
55,260,Nuts?
55,261,No thank you.
55,262,So you wanted to
55,263,talk about Will.
55,264,Well it seems to be going well.
55,265,I think so.
55,266,Have you talked to him
55,267,at all about his future?
55,268,No we haven't
55,269,gotten into that yet.
55,270,We're still bangin'
55,271,away at the past.
55,272,Maybe you should.
